ts,service,region,tenant,requests,errors,p50_ms,p95_ms,p99_ms,bytes_in,bytes_out
2026-07-13T00:46:00Z,exporter,ap-southeast-2,t-00254,10073,111,22.39,58.53,100.54,13055164,56092064
2026-07-13T00:46:00Z,billing,eu-central-1,t-02255,4166,56,62.88,145.36,262.48,4945356,12924215
2026-07-13T00:01:00Z,billing,us-east-1,t-03572,4634,38,26.19,54.31,97.56,8820468,21999096
2026-07-13T00:56:00Z,billing,ap-southeast-2,t-01903,7726,108,30.37,62.21,90.68,6323155,53921135
2026-07-13T00:23:00Z,alerting,eu-central-1,t-01936,6448,18,36.26,98.71,168.66,7805298,39040004
2026-07-13T00:01:00Z,ingest-api,us-east-1,t-00143,7037,79,34.64,69.85,95.16,10241537,18183711
2026-07-13T00:33:00Z,billing,eu-central-1,t-00720,815,11,53.56,137.93,254.12,1340057,5098453
2026-07-13T00:25:00Z,ingest-api,ap-southeast-2,t-03091,8981,42,32.34,60.41,94.60,11036921,22775515
2026-07-13T00:10:00Z,billing,us-east-1,t-03792,507,4,62.25,118.38,184.72,960557,3076094
2026-07-13T00:51:00Z,ingest-api,us-east-1,t-01736,11800,165,67.74,144.42,199.58,26037049,60496754
2026-07-13T00:03:00Z,billing,us-west-2,t-03839,8013,72,69.06,186.92,323.95,17343811,9670269
2026-07-13T00:12:00Z,alerting,eu-central-1,t-00023,2329,0,70.21,151.55,197.34,4740857,17018362
2026-07-13T00:13:00Z,alerting,ap-southeast-2,t-00366,9599,43,44.77,117.61,234.37,17505812,11096615
2026-07-13T00:05:00Z,alerting,us-west-2,t-03647,9119,34,75.32,191.66,256.09,10734730,40594102
2026-07-13T00:50:00Z,exporter,ap-southeast-2,t-01564,5031,47,37.25,99.35,179.60,6682925,17940525
2026-07-13T00:57:00Z,ingest-api,eu-central-1,t-02182,8753,33,24.62,56.72,96.49,15173069,21674278
2026-07-13T00:07:00Z,ingest-api,us-east-1,t-03296,6788,35,38.45,72.27,135.25,13795797,47326729
2026-07-13T00:46:00Z,ingest-api,us-west-2,t-01998,1176,4,68.78,133.65,222.58,2857755,1927691
2026-07-13T00:22:00Z,ingest-api,eu-central-1,t-03611,3442,10,51.15,134.24,257.36,8626932,4989811
2026-07-13T00:29:00Z,query-api,us-west-2,t-02628,3654,20,66.82,166.53,302.02,6400140,10008170
2026-07-13T00:14:00Z,billing,us-east-1,t-00466,11201,45,53.39,134.78,263.49,20396964,28791065
2026-07-13T00:14:00Z,exporter,us-east-1,t-03965,7014,94,73.78,196.72,338.17,3698779,42446289
2026-07-13T00:36:00Z,exporter,us-east-1,t-00148,11234,132,68.27,149.07,287.88,19025268,27303129
2026-07-13T00:37:00Z,alerting,ap-southeast-2,t-01332,6748,74,45.12,116.53,164.63,14284995,48926620
2026-07-13T00:11:00Z,alerting,ap-southeast-2,t-02383,10057,96,53.08,119.88,165.85,22807902,71820868
2026-07-13T00:45:00Z,query-api,ap-southeast-2,t-03138,6111,47,51.11,106.25,211.42,3260410,22899089
2026-07-13T00:38:00Z,alerting,ap-southeast-2,t-03597,1678,6,33.23,70.04,143.97,3256820,5590241
2026-07-13T00:00:00Z,alerting,eu-central-1,t-02907,7340,89,53.26,134.11,246.87,15140921,22117825
2026-07-13T00:07:00Z,billing,eu-central-1,t-00464,3190,47,21.44,43.99,92.22,5421797,22384397
2026-07-13T00:15:00Z,exporter,us-west-2,t-03103,5256,19,20.05,46.82,92.72,9268940,13183311
2026-07-13T00:17:00Z,ingest-api,us-east-1,t-00076,11711,152,70.98,130.36,188.61,12040516,39876226
2026-07-13T00:32:00Z,alerting,eu-central-1,t-01660,1551,0,75.80,172.68,281.54,3056189,7560703
2026-07-13T00:27:00Z,ingest-api,us-east-1,t-02913,7883,25,30.71,69.24,94.57,6489180,18086070
2026-07-13T00:30:00Z,exporter,eu-central-1,t-02710,8766,118,57.15,150.89,307.74,11757056,51728849
2026-07-13T00:33:00Z,billing,us-west-2,t-02648,5173,6,29.65,77.06,139.64,11668595,24244094
2026-07-13T00:39:00Z,alerting,us-west-2,t-03932,1057,5,40.92,106.45,142.59,1465211,2540363
2026-07-13T00:05:00Z,ingest-api,ap-southeast-2,t-02900,8825,0,76.60,213.80,349.58,5050878,18706362
2026-07-13T00:27:00Z,ingest-api,eu-central-1,t-01455,11134,150,38.12,90.17,153.75,17645950,18770480
2026-07-13T00:59:00Z,ingest-api,us-west-2,t-03577,3182,6,67.18,145.60,303.11,6313258,19795903
2026-07-13T00:28:00Z,exporter,eu-central-1,t-02627,7901,34,65.92,129.30,237.52,12669499,41185093
2026-07-13T00:21:00Z,alerting,us-east-1,t-02693,8992,15,62.34,131.64,190.55,4245088,30385908
2026-07-13T00:20:00Z,exporter,us-east-1,t-00402,2152,32,25.78,67.89,114.86,2978389,8599055
2026-07-13T00:24:00Z,exporter,us-west-2,t-03781,2988,1,30.72,78.38,128.75,1491118,21969753
2026-07-13T00:42:00Z,exporter,eu-central-1,t-03899,943,8,35.79,90.70,188.36,1934652,5658196
2026-07-13T00:07:00Z,ingest-api,ap-southeast-2,t-02465,4288,37,28.22,51.50,95.52,6320456,12164903
2026-07-13T00:23:00Z,query-api,us-east-1,t-03108,1575,16,61.83,137.58,228.53,1077661,10716851
2026-07-13T00:20:00Z,exporter,us-east-1,t-02651,1591,15,72.86,158.56,288.19,3071173,4729030
2026-07-13T00:47:00Z,ingest-api,us-west-2,t-02911,6509,8,70.10,149.82,269.28,14841437,12186827
2026-07-13T00:51:00Z,query-api,us-west-2,t-03440,7736,3,78.08,170.58,356.74,18298176,46929581
2026-07-13T00:46:00Z,alerting,ap-southeast-2,t-01963,11394,131,55.16,106.03,138.86,17605628,80881161
2026-07-13T00:30:00Z,ingest-api,ap-southeast-2,t-00453,11458,76,43.85,102.72,193.29,28670870,33448582
2026-07-13T00:33:00Z,query-api,eu-central-1,t-02621,4803,22,28.51,67.78,134.58,9999258,26039672
2026-07-13T00:33:00Z,exporter,us-east-1,t-00082,38,0,69.41,128.34,218.57,53415,190677
2026-07-13T00:05:00Z,alerting,ap-southeast-2,t-00397,4775,6,54.68,144.60,190.34,3759524,29980459
2026-07-13T00:57:00Z,ingest-api,us-east-1,t-02467,6641,78,73.72,148.69,193.38,14239588,49313511
2026-07-13T00:31:00Z,ingest-api,ap-southeast-2,t-02520,2638,38,60.32,150.29,261.35,4333480,15635405
2026-07-13T00:54:00Z,billing,ap-southeast-2,t-00995,10327,107,48.61,125.75,215.89,22652252,67808080
2026-07-13T00:52:00Z,exporter,eu-central-1,t-02389,1731,23,69.35,137.99,232.20,1027269,3463377
2026-07-13T00:27:00Z,exporter,us-east-1,t-03084,4605,18,33.46,75.19,126.18,11233097,6458997
2026-07-13T00:32:00Z,ingest-api,eu-central-1,t-01269,6057,20,78.19,204.37,320.80,11875226,36010424
2026-07-13T00:56:00Z,billing,us-east-1,t-03246,5908,80,27.86,51.59,84.59,7777073,33569588
2026-07-13T00:44:00Z,billing,us-west-2,t-01709,8583,121,53.26,108.43,174.13,20426664,41058026
2026-07-13T00:53:00Z,exporter,us-west-2,t-01015,88,0,79.38,218.41,284.66,56272,427555
2026-07-13T00:26:00Z,exporter,us-east-1,t-02161,1410,14,71.55,175.50,312.55,2712003,2624490
2026-07-13T00:11:00Z,exporter,us-east-1,t-01777,4811,29,55.36,132.74,275.27,9080731,12371679
2026-07-13T00:59:00Z,exporter,ap-southeast-2,t-00346,9280,60,28.63,72.04,145.58,3748043,61209152
2026-07-13T00:07:00Z,query-api,ap-southeast-2,t-01831,10301,40,59.54,147.40,262.50,10550347,78748185
2026-07-13T00:49:00Z,exporter,us-west-2,t-03364,8430,12,69.87,182.80,284.92,18435873,25863315
2026-07-13T00:10:00Z,alerting,us-east-1,t-00608,11962,52,45.36,106.78,142.60,9833802,19447540
2026-07-13T00:05:00Z,query-api,us-west-2,t-02537,7635,60,34.46,93.93,164.33,7039705,54545657
2026-07-13T00:51:00Z,exporter,us-east-1,t-00999,1777,2,76.45,165.84,271.20,2901232,10699475
2026-07-13T00:14:00Z,alerting,us-west-2,t-03856,7889,32,21.15,43.65,61.71,18483413,20057229
2026-07-13T00:18:00Z,billing,us-east-1,t-01503,6793,54,49.49,120.55,224.92,11251678,44336702
2026-07-13T00:08:00Z,ingest-api,us-east-1,t-03855,2541,30,23.66,65.48,104.45,2200271,3255176
2026-07-13T00:33:00Z,alerting,us-east-1,t-01611,185,2,75.10,170.69,268.85,137937,1227922
2026-07-13T00:21:00Z,billing,ap-southeast-2,t-01021,5398,36,45.91,111.38,157.24,2258941,19912270
2026-07-13T00:06:00Z,ingest-api,eu-central-1,t-02811,9092,4,46.20,102.14,165.49,16934040,65024469
2026-07-13T00:19:00Z,billing,eu-central-1,t-03784,9234,134,26.52,53.05,69.93,12467753,24466499
2026-07-13T00:11:00Z,billing,us-west-2,t-01991,3429,7,60.25,160.71,241.70,7017462,4189697
2026-07-13T00:46:00Z,exporter,ap-southeast-2,t-00812,3893,51,42.08,91.27,130.45,8163258,23419819
2026-07-13T00:03:00Z,ingest-api,ap-southeast-2,t-02141,915,1,79.55,206.16,375.99,880878,2946225
2026-07-13T00:56:00Z,billing,ap-southeast-2,t-03218,2656,38,73.28,204.85,375.12,5522146,9522929
2026-07-13T00:36:00Z,exporter,us-west-2,t-01373,5325,74,42.28,87.95,137.91,12456481,28604478
2026-07-13T00:50:00Z,billing,us-east-1,t-02442,8390,11,30.95,57.11,106.98,11755202,29513411
2026-07-13T00:15:00Z,query-api,us-east-1,t-01579,1371,4,34.18,67.62,127.23,2049861,3462204
2026-07-13T00:31:00Z,alerting,ap-southeast-2,t-01323,9988,129,43.67,85.69,167.27,24637232,41889180
2026-07-13T00:40:00Z,exporter,eu-central-1,t-00826,8188,83,25.34,55.61,73.70,10242482,40450338
2026-07-13T00:17:00Z,alerting,eu-central-1,t-00532,9566,80,69.74,133.20,253.15,6979809,35651942
2026-07-13T00:13:00Z,query-api,ap-southeast-2,t-03125,6084,47,27.91,76.03,154.28,11167634,7913118
2026-07-13T00:06:00Z,exporter,us-east-1,t-03200,6415,21,46.13,113.11,186.67,4082946,46326995
2026-07-13T00:28:00Z,query-api,eu-central-1,t-01626,1632,16,67.22,185.60,320.20,4076109,3283629
2026-07-13T00:50:00Z,query-api,eu-central-1,t-00652,3723,25,70.74,130.19,257.36,8513135,8596960
2026-07-13T00:58:00Z,ingest-api,us-west-2,t-03046,10157,57,78.46,144.39,247.38,24650439,36098025
2026-07-13T00:41:00Z,query-api,ap-southeast-2,t-02793,3185,16,24.66,54.26,82.85,5785600,19875978
2026-07-13T00:15:00Z,exporter,ap-southeast-2,t-00252,7900,57,34.73,78.37,155.61,8228031,58166554
2026-07-13T00:50:00Z,exporter,us-east-1,t-01190,1701,18,62.71,159.22,288.28,4244896,10489391
2026-07-13T00:36:00Z,billing,eu-central-1,t-02815,444,1,56.03,118.82,224.28,586451,854089
2026-07-13T00:28:00Z,exporter,eu-central-1,t-02458,16,0,65.99,146.19,301.50,31919,50617
2026-07-13T00:57:00Z,query-api,ap-southeast-2,t-00205,9025,133,73.73,139.15,286.07,14595695,43277216
2026-07-13T00:52:00Z,alerting,eu-central-1,t-03499,6305,76,64.64,146.10,248.43,10957766,15894242
2026-07-13T00:53:00Z,exporter,eu-central-1,t-03349,9941,141,48.12,100.99,203.34,16734723,74496489
2026-07-13T00:19:00Z,exporter,ap-southeast-2,t-03662,4933,22,74.97,170.42,267.94,6175856,21763226
2026-07-13T00:23:00Z,ingest-api,eu-central-1,t-01826,6158,92,67.96,134.88,209.24,15122223,17523090
2026-07-13T00:39:00Z,exporter,eu-central-1,t-01244,807,6,77.14,195.91,378.75,409794,3504527
2026-07-13T00:22:00Z,billing,us-east-1,t-02209,6109,37,78.31,197.15,384.80,10196513,42251474
2026-07-13T00:38:00Z,billing,us-west-2,t-00220,3571,36,20.92,38.26,61.51,1906164,4101858
2026-07-13T00:32:00Z,billing,us-east-1,t-00303,8345,6,35.62,74.40,107.82,14883243,45523525
2026-07-13T00:40:00Z,alerting,ap-southeast-2,t-00893,6080,18,51.97,96.87,142.48,12290758,30383971
2026-07-13T00:35:00Z,query-api,eu-central-1,t-02462,11950,166,55.46,123.49,189.36,16913011,67869808
2026-07-13T00:34:00Z,query-api,ap-southeast-2,t-02527,3038,6,52.80,105.76,162.58,6636202,5785319
2026-07-13T00:23:00Z,query-api,us-west-2,t-03066,3092,41,67.80,153.69,219.92,5027838,21334583
2026-07-13T00:37:00Z,ingest-api,eu-central-1,t-02300,2934,40,74.87,154.51,210.46,6674573,9024497
2026-07-13T00:40:00Z,ingest-api,eu-central-1,t-02900,9633,25,64.87,174.14,347.59,8294710,50782470
2026-07-13T00:09:00Z,ingest-api,us-west-2,t-02215,2366,4,36.04,99.19,183.41,4969107,9475865
2026-07-13T00:23:00Z,ingest-api,us-east-1,t-02738,17,0,47.87,118.02,231.38,27076,40316
2026-07-13T00:20:00Z,query-api,us-east-1,t-01296,11217,50,52.01,138.55,238.10,21171509,18825806
2026-07-13T00:48:00Z,query-api,ap-southeast-2,t-00279,7499,49,48.12,119.49,200.23,16818838,12595038
2026-07-13T00:56:00Z,alerting,us-west-2,t-03670,8641,75,58.76,151.82,229.12,13168085,23578004
2026-07-13T00:27:00Z,alerting,eu-central-1,t-02847,1904,4,65.79,127.65,253.42,4325015,13908641
2026-07-13T00:50:00Z,ingest-api,us-west-2,t-01239,8236,81,65.42,175.23,366.32,16672375,30644919
2026-07-13T00:35:00Z,alerting,ap-southeast-2,t-03292,6243,7,32.94,84.69,147.24,5434433,37251038
2026-07-13T00:12:00Z,exporter,eu-central-1,t-01853,4865,35,50.22,121.75,160.07,5072148,13641912
2026-07-13T00:00:00Z,billing,eu-central-1,t-02478,469,4,56.52,116.58,203.63,474755,2553458
2026-07-13T00:45:00Z,exporter,ap-southeast-2,t-01466,8063,113,57.76,148.98,250.58,18038339,49446278
2026-07-13T00:38:00Z,alerting,us-east-1,t-02952,11094,74,49.86,104.29,202.61,12614375,10843054
2026-07-13T00:34:00Z,billing,eu-central-1,t-02861,6598,96,29.39,73.48,101.38,9937166,35456729
2026-07-13T00:33:00Z,ingest-api,us-west-2,t-03050,1159,11,26.49,54.26,107.92,957059,6657237
2026-07-13T00:12:00Z,ingest-api,us-west-2,t-03571,2298,2,41.59,100.99,165.72,2329960,9910209
2026-07-13T00:29:00Z,billing,us-west-2,t-01060,11809,54,27.07,54.55,99.04,7846496,17775003
2026-07-13T00:58:00Z,ingest-api,us-west-2,t-00656,11472,153,56.35,131.89,249.21,22153698,73854806
2026-07-13T00:47:00Z,query-api,us-east-1,t-01417,289,4,27.26,65.62,95.31,253572,662772
2026-07-13T00:54:00Z,query-api,us-east-1,t-01452,5833,51,63.56,152.74,223.43,15039924,36841703
2026-07-13T00:23:00Z,ingest-api,ap-southeast-2,t-03479,11278,87,30.14,59.65,121.42,4954679,69655796
2026-07-13T00:03:00Z,billing,ap-southeast-2,t-00417,8611,108,54.37,122.94,253.59,3501045,31841855
2026-07-13T00:10:00Z,alerting,eu-central-1,t-02462,8825,66,70.45,152.04,295.05,12383383,63241067
2026-07-13T00:04:00Z,billing,us-east-1,t-02065,10202,94,68.89,151.95,265.17,10514879,36083655
2026-07-13T00:36:00Z,query-api,us-east-1,t-01858,6575,64,28.08,56.58,102.11,16709542,32776384
2026-07-13T00:29:00Z,alerting,ap-southeast-2,t-03934,2037,23,45.51,88.31,181.71,4819744,7376072
2026-07-13T00:28:00Z,query-api,us-west-2,t-01395,4145,28,72.87,153.62,252.87,5912385,5725505
2026-07-13T00:20:00Z,ingest-api,ap-southeast-2,t-00830,10058,87,66.30,138.00,238.77,14763466,27724317
2026-07-13T00:25:00Z,ingest-api,eu-central-1,t-00536,9240,88,62.44,129.85,233.90,14947958,38161360
2026-07-13T00:51:00Z,billing,eu-central-1,t-01501,5116,59,37.49,72.88,113.76,7893984,9421977
2026-07-13T00:48:00Z,exporter,ap-southeast-2,t-02920,6062,59,56.06,153.69,249.73,7290684,27117598
2026-07-13T00:58:00Z,alerting,eu-central-1,t-00608,7352,30,48.75,118.93,222.81,13800814,12699216
2026-07-13T00:50:00Z,query-api,us-west-2,t-02280,2635,26,30.77,78.88,133.92,2651706,11309566
2026-07-13T00:02:00Z,query-api,eu-central-1,t-03719,2113,21,74.76,172.69,309.97,1423331,14619368
2026-07-13T00:09:00Z,query-api,us-east-1,t-01473,8448,74,59.29,149.26,254.60,17508990,20819624
2026-07-13T00:43:00Z,query-api,us-east-1,t-00202,8779,16,40.49,93.35,175.09,8261517,25991441
2026-07-13T00:35:00Z,query-api,us-east-1,t-03566,1160,1,51.34,112.94,161.83,1579161,7190240
2026-07-13T00:15:00Z,ingest-api,us-west-2,t-03681,7912,70,21.38,54.57,102.78,7630360,18750595
2026-07-13T00:15:00Z,query-api,ap-southeast-2,t-03715,4757,27,79.94,209.35,318.69,6413810,29169731
2026-07-13T00:26:00Z,ingest-api,eu-central-1,t-03323,11039,123,55.36,115.76,186.92,7122809,62761351
2026-07-13T00:07:00Z,query-api,ap-southeast-2,t-03076,7159,79,50.32,102.85,208.31,18498815,24467945
2026-07-13T00:11:00Z,alerting,ap-southeast-2,t-00941,11966,69,38.79,104.50,157.87,24992983,23915368
2026-07-13T00:25:00Z,billing,us-west-2,t-03458,762,6,70.55,173.27,304.08,1839604,2412425
2026-07-13T00:17:00Z,exporter,us-east-1,t-03933,7493,21,67.07,162.02,229.67,12965093,45325353
2026-07-13T00:45:00Z,ingest-api,eu-central-1,t-00113,316,1,48.32,118.18,226.49,319709,1778421
2026-07-13T00:52:00Z,billing,us-east-1,t-03734,3545,46,36.00,78.69,158.40,7899074,5796277
2026-07-13T00:48:00Z,billing,us-west-2,t-00236,6819,9,36.31,89.48,149.50,9328286,32112337
2026-07-13T00:49:00Z,alerting,us-east-1,t-00940,4764,33,46.39,91.15,137.25,7515171,15851794
2026-07-13T00:50:00Z,ingest-api,us-west-2,t-00608,1368,8,57.55,125.97,230.42,2419918,1781377
2026-07-13T00:16:00Z,query-api,us-east-1,t-02861,2331,7,45.25,82.51,118.82,3323973,14237895
2026-07-13T00:00:00Z,alerting,us-west-2,t-01674,4973,38,52.39,104.77,214.64,11346718,38168789
2026-07-13T00:37:00Z,ingest-api,us-east-1,t-00146,4849,13,75.91,198.75,289.43,11974169,23342463
2026-07-13T00:50:00Z,query-api,us-east-1,t-01411,2931,8,76.37,169.07,292.56,2146219,4855190
2026-07-13T00:44:00Z,query-api,eu-central-1,t-03698,9440,97,70.83,143.21,246.73,10051304,56334958
2026-07-13T00:07:00Z,billing,ap-southeast-2,t-02873,9215,111,34.90,82.87,163.80,13910915,17834806
2026-07-13T00:11:00Z,query-api,us-east-1,t-02411,7309,48,27.38,63.87,96.53,9618358,24521993
2026-07-13T00:42:00Z,exporter,eu-central-1,t-00561,7263,63,22.79,59.31,100.00,8088458,24706740
2026-07-13T00:36:00Z,query-api,ap-southeast-2,t-03747,918,11,73.85,151.64,225.38,1503824,4201584
2026-07-13T00:31:00Z,query-api,ap-southeast-2,t-00984,4202,49,74.64,173.93,245.14,3455599,15011081
2026-07-13T00:11:00Z,billing,eu-central-1,t-01961,5091,29,42.14,105.98,146.06,3494903,26488120
2026-07-13T00:55:00Z,exporter,us-east-1,t-02213,5777,60,63.26,173.51,311.18,2394919,11235094
2026-07-13T00:57:00Z,billing,eu-central-1,t-00180,4785,59,50.89,107.50,198.24,7316529,35844934
2026-07-13T00:07:00Z,exporter,eu-central-1,t-00160,6759,18,57.78,144.41,227.42,12803691,12775692
2026-07-13T00:19:00Z,query-api,ap-southeast-2,t-03776,10555,139,69.90,130.56,255.04,24683184,41710372
2026-07-13T00:56:00Z,alerting,us-west-2,t-01909,2102,29,68.64,126.59,174.87,1374308,10052690
2026-07-13T00:03:00Z,exporter,eu-central-1,t-00808,5676,26,59.21,137.03,207.30,12835336,18983041
2026-07-13T00:49:00Z,query-api,ap-southeast-2,t-03070,5466,9,72.35,191.40,366.17,6684060,10807457
2026-07-13T00:15:00Z,query-api,us-east-1,t-01993,7255,35,36.14,70.27,141.32,15844282,14713478
2026-07-13T00:59:00Z,billing,us-west-2,t-02887,3527,19,63.63,141.91,264.42,2549520,11749301
2026-07-13T00:55:00Z,query-api,us-east-1,t-00910,163,0,56.44,112.26,200.16,332591,189288
2026-07-13T00:25:00Z,alerting,us-east-1,t-02176,4651,7,54.83,149.99,306.14,3291709,29368786
2026-07-13T00:45:00Z,ingest-api,eu-central-1,t-02280,2054,19,63.49,120.28,251.56,3661743,12536821
2026-07-13T00:41:00Z,exporter,us-east-1,t-03118,4623,17,71.39,148.12,271.40,3103171,27450390
2026-07-13T00:22:00Z,exporter,ap-southeast-2,t-01369,795,3,37.48,70.32,146.64,1390045,5654044
2026-07-13T00:12:00Z,query-api,eu-central-1,t-00947,6095,19,25.68,54.84,78.14,7732081,30618588
2026-07-13T00:35:00Z,exporter,eu-central-1,t-00088,7116,85,67.38,144.01,234.49,10004791,43398655
2026-07-13T00:37:00Z,exporter,us-west-2,t-01743,1856,10,49.83,125.02,248.17,3852052,9860170
2026-07-13T00:06:00Z,query-api,eu-central-1,t-00543,5937,43,66.48,138.59,206.22,11336292,13249335
2026-07-13T00:50:00Z,exporter,ap-southeast-2,t-00197,4768,58,58.03,144.04,237.90,11578455,25019421
2026-07-13T00:53:00Z,billing,us-west-2,t-03746,351,2,41.29,80.39,156.89,651844,1244559
2026-07-13T00:51:00Z,billing,ap-southeast-2,t-02615,9023,4,31.20,70.68,117.43,21603849,62544454
2026-07-13T00:56:00Z,exporter,eu-central-1,t-01306,3465,45,56.68,109.04,181.47,1698001,16355350
2026-07-13T00:31:00Z,query-api,us-west-2,t-01747,5897,85,38.53,77.82,154.48,3192413,15676646
2026-07-13T00:22:00Z,exporter,us-west-2,t-00320,11878,153,21.92,47.82,76.69,11804988,85293757
2026-07-13T00:17:00Z,query-api,eu-central-1,t-01624,10291,117,51.47,117.75,210.71,16094754,19032006
2026-07-13T00:17:00Z,query-api,us-east-1,t-03716,7377,40,65.94,129.59,190.10,14401311,21710643
2026-07-13T00:28:00Z,billing,us-west-2,t-02588,1700,16,74.42,183.00,273.57,1519143,6438525
2026-07-13T00:07:00Z,alerting,eu-central-1,t-03183,7049,24,59.49,157.28,284.10,15789555,26314677
2026-07-13T00:08:00Z,query-api,us-west-2,t-01493,6685,88,71.08,140.03,282.86,14946042,47238842
2026-07-13T00:09:00Z,ingest-api,us-east-1,t-02720,9385,58,30.78,59.92,86.70,21793315,23942049
2026-07-13T00:58:00Z,alerting,us-west-2,t-01733,5068,9,75.90,200.77,410.65,11422661,28209565
2026-07-13T00:10:00Z,billing,us-west-2,t-01227,7625,57,53.71,96.88,166.25,17753819,15097029
2026-07-13T00:51:00Z,exporter,ap-southeast-2,t-02739,2813,32,43.74,85.51,140.38,2840821,16586655
2026-07-13T00:36:00Z,alerting,eu-central-1,t-03355,6549,76,36.69,87.13,144.14,9119435,29066549
2026-07-13T00:49:00Z,alerting,us-west-2,t-02955,541,2,57.89,149.83,274.52,542807,1828351
2026-07-13T00:03:00Z,query-api,us-west-2,t-02659,7636,55,50.45,94.48,161.06,6611289,38460149
2026-07-13T00:29:00Z,ingest-api,ap-southeast-2,t-00475,11654,32,64.56,171.60,353.74,18275284,38174290
2026-07-13T00:21:00Z,query-api,eu-central-1,t-02872,5021,64,77.60,150.46,279.72,6639314,19863024
2026-07-13T00:50:00Z,billing,ap-southeast-2,t-01579,11860,111,20.09,53.24,72.11,10936550,64258093
2026-07-13T00:54:00Z,query-api,eu-central-1,t-03312,11514,41,49.66,122.09,232.49,26020410,63905367
2026-07-13T00:18:00Z,ingest-api,us-east-1,t-01752,2213,8,64.48,125.21,205.27,4334861,10308749
2026-07-13T00:53:00Z,query-api,us-east-1,t-02224,10947,99,72.25,151.18,231.06,22454127,16448161
2026-07-13T00:36:00Z,ingest-api,us-west-2,t-00543,8429,66,79.69,154.28,232.75,17371022,47431427
2026-07-13T00:51:00Z,ingest-api,ap-southeast-2,t-02420,9048,67,69.67,159.46,295.25,8134628,44920042
2026-07-13T00:48:00Z,exporter,ap-southeast-2,t-03123,5864,67,32.13,83.90,156.47,7252339,44815167
