ts,service,region,tenant,requests,errors,p50_ms,p95_ms,p99_ms,bytes_in,bytes_out
2026-07-12T00:14:00Z,query-api,eu-central-1,t-03593,9515,99,36.31,75.78,104.72,24462539,8823507
2026-07-12T00:12:00Z,query-api,us-east-1,t-00910,5081,22,73.94,158.41,268.33,10699895,35114208
2026-07-12T00:20:00Z,alerting,us-west-2,t-03935,5943,25,39.93,87.12,169.44,7486064,40206051
2026-07-12T00:16:00Z,ingest-api,ap-southeast-2,t-03151,10205,139,68.51,185.30,375.49,4446744,44015319
2026-07-12T00:37:00Z,billing,eu-central-1,t-00434,8105,92,49.67,130.40,180.32,20271638,13730962
2026-07-12T00:59:00Z,alerting,eu-central-1,t-00858,1706,6,51.54,124.06,258.23,2865971,10868622
2026-07-12T00:58:00Z,exporter,us-west-2,t-03635,1939,15,51.51,130.47,224.33,1688682,2841166
2026-07-12T00:48:00Z,exporter,eu-central-1,t-01453,6046,74,42.12,109.60,172.17,11061701,17352821
2026-07-12T00:22:00Z,billing,us-west-2,t-02030,8281,5,27.52,59.96,104.31,6295645,42511624
2026-07-12T00:17:00Z,query-api,us-west-2,t-03572,9255,91,74.47,135.46,247.43,5553635,50871623
2026-07-12T00:47:00Z,billing,us-east-1,t-03461,6209,58,61.25,115.19,170.32,6594297,17322005
2026-07-12T00:44:00Z,exporter,us-east-1,t-02433,5421,64,27.69,73.68,97.36,8443364,15347237
2026-07-12T00:48:00Z,query-api,us-west-2,t-00069,5343,61,54.15,133.67,245.55,2181808,7116903
2026-07-12T00:47:00Z,ingest-api,ap-southeast-2,t-03449,1704,19,72.07,162.24,334.34,2371999,6908539
2026-07-12T00:20:00Z,billing,eu-central-1,t-01648,10352,81,53.88,121.82,182.20,7907048,13829502
2026-07-12T00:28:00Z,exporter,us-east-1,t-01961,6563,80,55.69,131.32,251.11,3394424,40970408
2026-07-12T00:43:00Z,query-api,us-east-1,t-01754,3568,1,36.52,81.21,136.42,5715622,20701879
2026-07-12T00:29:00Z,ingest-api,eu-central-1,t-01707,7465,74,75.48,167.64,249.48,3861512,22616583
2026-07-12T00:36:00Z,ingest-api,ap-southeast-2,t-01428,36,0,31.32,58.90,77.25,67789,245314
2026-07-12T00:49:00Z,exporter,us-east-1,t-02679,6324,91,30.09,65.56,127.45,5872091,19174348
2026-07-12T00:01:00Z,query-api,us-west-2,t-01030,1299,5,66.61,173.72,234.15,2929173,6050753
2026-07-12T00:13:00Z,ingest-api,us-east-1,t-03660,2063,21,32.64,59.58,97.66,1700397,12791645
2026-07-12T00:42:00Z,alerting,eu-central-1,t-03902,1458,19,58.67,161.00,303.88,3559010,2983137
2026-07-12T00:18:00Z,billing,us-east-1,t-03242,8711,14,32.85,77.65,147.00,8309422,20891456
2026-07-12T00:57:00Z,ingest-api,ap-southeast-2,t-00402,11338,94,79.61,203.94,319.56,26208124,85117311
2026-07-12T00:41:00Z,alerting,eu-central-1,t-02672,7179,22,53.52,129.72,245.68,18378284,49102030
2026-07-12T00:21:00Z,query-api,eu-central-1,t-03731,3628,43,34.90,74.25,129.39,8638530,5210631
2026-07-12T00:31:00Z,ingest-api,eu-central-1,t-01841,7938,77,30.79,82.51,118.31,10661402,53840018
2026-07-12T00:12:00Z,query-api,ap-southeast-2,t-02043,5467,10,74.42,184.39,329.08,7014437,16971063
2026-07-12T00:08:00Z,query-api,ap-southeast-2,t-01221,11098,166,53.68,130.22,210.13,10639895,45158301
2026-07-12T00:44:00Z,query-api,us-west-2,t-00828,6823,95,42.30,82.09,161.22,14148691,20593204
2026-07-12T00:42:00Z,query-api,us-east-1,t-00923,551,1,30.15,81.16,130.80,988349,2416201
2026-07-12T00:49:00Z,ingest-api,us-east-1,t-03872,10895,7,77.96,147.31,285.38,13653425,22977018
2026-07-12T00:56:00Z,ingest-api,us-east-1,t-00519,654,2,58.74,164.36,216.09,897121,4370273
2026-07-12T00:50:00Z,query-api,ap-southeast-2,t-02246,6486,16,43.64,99.56,156.93,3224391,36726299
2026-07-12T00:11:00Z,exporter,us-west-2,t-01060,191,1,59.21,134.87,256.85,89353,668252
2026-07-12T00:39:00Z,ingest-api,eu-central-1,t-01295,1456,20,70.07,146.34,218.74,2480710,9018559
2026-07-12T00:58:00Z,exporter,ap-southeast-2,t-03115,1698,9,47.69,102.20,145.82,3150687,7396670
2026-07-12T00:54:00Z,query-api,eu-central-1,t-01440,923,0,51.31,139.66,245.89,574053,5854814
2026-07-12T00:25:00Z,exporter,us-west-2,t-00904,7555,36,34.24,80.95,130.36,14012557,33442921
2026-07-12T00:55:00Z,exporter,us-east-1,t-00287,9362,35,40.28,74.24,116.82,15585987,26637156
2026-07-12T00:36:00Z,billing,eu-central-1,t-01926,4193,38,27.80,68.47,93.73,6217004,14536541
2026-07-12T00:01:00Z,query-api,ap-southeast-2,t-03099,6071,49,47.23,100.56,161.63,8967167,17351742
2026-07-12T00:45:00Z,alerting,us-west-2,t-01153,11118,145,59.09,125.32,200.24,14696098,40626949
2026-07-12T00:00:00Z,exporter,us-west-2,t-00521,10333,79,63.24,167.21,284.56,10760659,54736557
2026-07-12T00:24:00Z,alerting,ap-southeast-2,t-02135,10959,27,29.00,57.14,107.63,8680380,22293354
2026-07-12T00:38:00Z,query-api,us-west-2,t-02732,3684,38,27.89,57.59,108.90,3411394,6970218
2026-07-12T00:03:00Z,ingest-api,us-east-1,t-03481,1181,13,43.77,91.89,170.64,1231434,5010589
2026-07-12T00:33:00Z,billing,eu-central-1,t-00204,1903,6,54.28,116.39,166.16,4417094,4472854
2026-07-12T00:09:00Z,alerting,ap-southeast-2,t-03379,8158,31,20.44,52.08,91.92,7693179,35959613
2026-07-12T00:47:00Z,ingest-api,eu-central-1,t-03193,4220,17,23.29,47.95,74.68,3085836,28786777
2026-07-12T00:01:00Z,ingest-api,eu-central-1,t-00360,6804,47,62.30,127.42,215.26,17310828,8941321
2026-07-12T00:35:00Z,exporter,eu-central-1,t-03338,1731,19,21.62,58.77,114.86,2102927,7115787
2026-07-12T00:40:00Z,alerting,us-west-2,t-02689,6570,63,67.20,183.06,351.30,13732055,7997534
2026-07-12T00:10:00Z,billing,ap-southeast-2,t-03334,768,5,74.10,171.05,240.63,1255348,1652830
2026-07-12T00:37:00Z,ingest-api,us-east-1,t-00711,189,0,65.10,154.56,243.17,163020,301625
2026-07-12T00:03:00Z,alerting,us-west-2,t-03072,7709,26,26.90,62.14,99.08,11825221,32362117
2026-07-12T00:27:00Z,billing,us-west-2,t-03596,5722,4,39.80,90.33,171.03,11692427,28628783
2026-07-12T00:26:00Z,billing,eu-central-1,t-02979,1307,11,45.96,119.31,198.24,1218086,9910385
2026-07-12T00:06:00Z,ingest-api,us-east-1,t-01333,8077,89,36.37,92.45,179.57,11704791,13680958
2026-07-12T00:09:00Z,exporter,ap-southeast-2,t-03834,700,2,40.47,80.73,115.00,1509982,4944920
2026-07-12T00:20:00Z,ingest-api,us-west-2,t-01854,11940,92,64.41,178.76,252.87,14688142,29253939
2026-07-12T00:16:00Z,exporter,eu-central-1,t-01400,5617,62,74.92,185.21,353.60,6576942,24656154
2026-07-12T00:20:00Z,ingest-api,us-west-2,t-03028,4713,48,21.65,60.53,91.71,10920502,5007830
2026-07-12T00:23:00Z,query-api,us-east-1,t-01949,1712,21,73.18,140.73,244.15,2208788,9533268
2026-07-12T00:33:00Z,billing,eu-central-1,t-03214,4378,56,36.58,66.61,137.81,3167220,23799662
2026-07-12T00:06:00Z,query-api,us-west-2,t-03482,160,2,53.34,106.94,182.08,279700,148389
2026-07-12T00:48:00Z,query-api,eu-central-1,t-03381,3956,36,65.82,134.08,269.87,4226927,19550785
2026-07-12T00:54:00Z,ingest-api,us-east-1,t-01400,6307,15,20.95,53.86,110.71,13696314,40679464
2026-07-12T00:47:00Z,alerting,eu-central-1,t-01682,10087,125,76.24,197.83,408.73,4574187,40584530
2026-07-12T00:44:00Z,ingest-api,us-west-2,t-00767,11236,153,59.98,158.12,302.00,8273314,28489071
2026-07-12T00:10:00Z,billing,eu-central-1,t-03112,3080,27,57.11,159.18,239.12,3675951,4400345
2026-07-12T00:02:00Z,billing,eu-central-1,t-02457,6075,85,54.03,133.34,233.32,3202255,35494816
2026-07-12T00:16:00Z,billing,ap-southeast-2,t-03712,8199,60,36.86,76.37,154.46,7109870,57413726
2026-07-12T00:52:00Z,ingest-api,us-west-2,t-03571,7724,41,53.60,104.48,156.56,14038154,49802629
2026-07-12T00:12:00Z,alerting,us-west-2,t-03959,9845,69,27.12,67.32,134.88,13603841,72359726
2026-07-12T00:42:00Z,exporter,us-east-1,t-01819,9985,23,57.19,104.25,162.78,6255213,22755201
2026-07-12T00:04:00Z,query-api,ap-southeast-2,t-00752,10267,23,36.51,77.08,115.67,8742177,38131254
2026-07-12T00:42:00Z,alerting,us-west-2,t-01346,11736,79,44.06,105.11,151.57,22899754,14060409
2026-07-12T00:48:00Z,exporter,ap-southeast-2,t-01006,3384,8,32.36,83.70,167.18,1816918,24741151
2026-07-12T00:14:00Z,ingest-api,us-west-2,t-03998,5408,4,62.64,170.68,324.82,9439101,38502882
2026-07-12T00:59:00Z,billing,us-west-2,t-01596,6846,70,33.70,70.18,101.35,4698932,14809534
2026-07-12T00:46:00Z,exporter,ap-southeast-2,t-01487,10475,103,49.85,110.55,225.26,20493605,64052318
2026-07-12T00:08:00Z,ingest-api,eu-central-1,t-01414,6481,90,77.55,175.23,257.63,7349501,41375845
2026-07-12T00:47:00Z,exporter,ap-southeast-2,t-00599,5642,21,32.10,58.81,110.23,4435448,40967970
2026-07-12T00:32:00Z,exporter,us-east-1,t-00976,1358,1,25.74,48.39,69.87,2366672,1288471
2026-07-12T00:51:00Z,exporter,ap-southeast-2,t-01771,9625,131,66.38,153.71,264.50,12836414,44263859
2026-07-12T00:19:00Z,query-api,eu-central-1,t-02482,5800,39,76.08,194.46,337.74,4129594,22063558
2026-07-12T00:28:00Z,alerting,us-west-2,t-03210,9748,58,59.66,162.90,259.85,22998865,64911348
2026-07-12T00:23:00Z,billing,us-east-1,t-01825,7322,65,62.50,151.93,269.60,13115867,42626441
2026-07-12T00:36:00Z,query-api,ap-southeast-2,t-00610,7584,65,43.78,109.91,182.99,6122819,55958433
2026-07-12T00:54:00Z,exporter,us-west-2,t-02974,11624,107,37.73,90.51,151.56,16743256,31921206
2026-07-12T00:40:00Z,billing,us-west-2,t-00564,3504,45,41.95,99.69,183.81,6239208,10200771
2026-07-12T00:51:00Z,query-api,ap-southeast-2,t-01657,7993,119,63.36,130.89,253.55,5894639,49521421
2026-07-12T00:16:00Z,billing,eu-central-1,t-02304,8842,49,68.58,178.28,259.33,12512954,67507331
2026-07-12T00:16:00Z,query-api,ap-southeast-2,t-02659,11663,4,29.24,52.81,95.55,26260646,34396596
2026-07-12T00:21:00Z,alerting,eu-central-1,t-03683,1289,5,37.18,85.48,135.61,2042925,2126422
2026-07-12T00:25:00Z,alerting,us-east-1,t-02493,485,3,40.11,94.24,192.93,654151,2631614
2026-07-12T00:31:00Z,query-api,ap-southeast-2,t-03491,5830,54,58.06,132.89,228.27,3050249,37265286
2026-07-12T00:52:00Z,exporter,us-east-1,t-01991,8508,71,67.85,142.93,212.94,20242844,53217946
2026-07-12T00:21:00Z,alerting,eu-central-1,t-03683,11723,161,29.69,73.73,102.10,20067899,37255335
2026-07-12T00:37:00Z,exporter,us-west-2,t-00786,9440,41,23.71,53.10,85.19,10283206,29993616
2026-07-12T00:17:00Z,exporter,us-east-1,t-03975,5547,38,31.51,82.60,149.19,6071380,14783256
2026-07-12T00:30:00Z,query-api,us-west-2,t-02871,9278,101,63.18,134.60,240.46,15709796,52261085
2026-07-12T00:45:00Z,exporter,us-east-1,t-03916,4854,27,51.42,108.29,180.94,4198559,30593430
2026-07-12T00:07:00Z,ingest-api,eu-central-1,t-02756,6300,62,27.65,74.06,117.10,15926166,42187281
2026-07-12T00:25:00Z,alerting,us-east-1,t-02117,268,0,57.43,154.36,248.77,131316,257454
2026-07-12T00:20:00Z,ingest-api,us-east-1,t-00433,7031,56,57.78,150.62,204.15,9646140,33444409
2026-07-12T00:59:00Z,query-api,us-west-2,t-01161,9725,128,67.04,170.58,319.97,8734642,11681859
2026-07-12T00:40:00Z,ingest-api,us-east-1,t-03605,9242,98,35.74,70.84,111.21,19731714,62031831
2026-07-12T00:01:00Z,query-api,us-east-1,t-03985,665,9,70.68,188.48,302.19,285030,1344854
2026-07-12T00:19:00Z,billing,us-west-2,t-00781,8499,9,71.61,161.42,242.39,20420462,11101712
2026-07-12T00:17:00Z,ingest-api,us-west-2,t-03529,6122,18,64.15,149.75,269.43,13666611,39603229
2026-07-12T00:42:00Z,query-api,us-east-1,t-02016,5852,2,77.15,202.74,308.70,8389413,29128329
2026-07-12T00:14:00Z,billing,ap-southeast-2,t-00439,637,5,68.65,170.93,303.70,692020,3577600
2026-07-12T00:16:00Z,query-api,us-west-2,t-00628,9707,21,70.84,162.73,273.61,20873813,47148196
2026-07-12T00:37:00Z,query-api,us-east-1,t-01776,9314,9,25.25,50.33,101.07,7970352,29724265
2026-07-12T00:47:00Z,ingest-api,us-west-2,t-02406,3590,7,46.51,107.35,195.91,5101999,19305712
2026-07-12T00:45:00Z,alerting,ap-southeast-2,t-03354,10168,115,70.59,189.25,378.44,22989431,14741880
2026-07-12T00:31:00Z,exporter,eu-central-1,t-01754,4046,32,56.21,134.60,279.98,3178498,22383638
2026-07-12T00:04:00Z,ingest-api,us-east-1,t-03725,5608,46,72.89,137.37,254.49,13516349,7752061
2026-07-12T00:28:00Z,billing,eu-central-1,t-02345,102,0,21.87,51.49,104.91,114915,470807
2026-07-12T00:58:00Z,alerting,us-west-2,t-01146,7529,41,79.06,171.05,281.08,15667941,57345224
2026-07-12T00:13:00Z,exporter,ap-southeast-2,t-02253,2353,27,41.31,91.46,119.20,3087790,3955649
2026-07-12T00:30:00Z,query-api,us-west-2,t-02459,11521,138,74.73,190.21,358.34,14029881,76442860
2026-07-12T00:02:00Z,alerting,ap-southeast-2,t-03589,4464,43,48.39,91.71,187.60,8565824,29472399
2026-07-12T00:09:00Z,ingest-api,ap-southeast-2,t-02819,1121,16,57.67,120.31,166.75,2116189,7693431
2026-07-12T00:33:00Z,exporter,ap-southeast-2,t-03468,11573,104,66.07,141.00,200.05,7940076,71245170
2026-07-12T00:50:00Z,query-api,ap-southeast-2,t-01999,4386,2,49.89,107.01,178.27,10744149,14594038
2026-07-12T00:09:00Z,billing,eu-central-1,t-02170,3393,14,50.43,118.53,184.10,7235285,16156537
2026-07-12T00:30:00Z,query-api,eu-central-1,t-00686,10301,147,74.02,145.16,214.50,23355432,68696291
2026-07-12T00:16:00Z,billing,eu-central-1,t-00581,5543,24,45.75,82.95,131.63,4786830,38001611
2026-07-12T00:27:00Z,query-api,eu-central-1,t-01135,3207,38,33.36,66.78,117.81,3819905,14193884
2026-07-12T00:39:00Z,alerting,ap-southeast-2,t-01965,9512,126,70.07,149.32,307.46,22120181,70182613
2026-07-12T00:17:00Z,alerting,us-east-1,t-02982,5466,71,52.09,138.69,187.36,11814470,11129935
2026-07-12T00:44:00Z,exporter,ap-southeast-2,t-01785,8492,86,50.84,132.46,227.29,8264610,14449812
2026-07-12T00:18:00Z,exporter,ap-southeast-2,t-01103,5567,61,49.79,115.83,150.73,11721500,11317036
2026-07-12T00:48:00Z,exporter,eu-central-1,t-01199,7711,75,24.64,65.15,133.66,18788014,46246196
2026-07-12T00:18:00Z,billing,eu-central-1,t-00539,6740,45,33.00,68.72,114.65,17090186,16040588
2026-07-12T00:00:00Z,ingest-api,ap-southeast-2,t-01968,6794,59,68.02,140.14,249.79,3727380,37497932
2026-07-12T00:50:00Z,query-api,us-west-2,t-03807,5415,42,23.52,61.48,114.82,6229770,7145199
2026-07-12T00:34:00Z,billing,us-west-2,t-02310,2684,31,51.26,100.97,198.08,3366510,16648758
2026-07-12T00:26:00Z,alerting,eu-central-1,t-00710,3561,40,58.24,145.08,303.50,4385714,24266155
2026-07-12T00:38:00Z,exporter,us-west-2,t-01865,7544,89,47.66,94.84,175.49,18971377,21062420
2026-07-12T00:57:00Z,ingest-api,eu-central-1,t-00251,7526,84,66.08,155.85,244.89,7142784,19485996
2026-07-12T00:19:00Z,exporter,eu-central-1,t-00605,1690,1,61.10,110.86,222.85,4339610,6402929
2026-07-12T00:55:00Z,billing,eu-central-1,t-02744,8476,55,64.50,122.43,227.99,11724069,35850249
2026-07-12T00:36:00Z,query-api,us-east-1,t-00596,1522,21,38.08,69.94,114.01,1168432,8453553
2026-07-12T00:30:00Z,exporter,eu-central-1,t-01893,5470,50,37.98,76.36,123.65,11869617,10471436
2026-07-12T00:20:00Z,billing,ap-southeast-2,t-00172,9612,63,21.18,55.12,103.95,20292842,17711109
2026-07-12T00:44:00Z,exporter,ap-southeast-2,t-01781,9474,65,74.01,145.11,243.24,12539222,13736925
2026-07-12T00:15:00Z,billing,us-east-1,t-02539,11113,13,41.84,97.42,176.52,17097547,37743659
2026-07-12T00:58:00Z,query-api,eu-central-1,t-00585,877,0,56.28,132.18,213.18,1594698,6745445
2026-07-12T00:29:00Z,alerting,us-east-1,t-02450,8370,100,36.57,66.41,119.21,21504484,23122757
2026-07-12T00:14:00Z,exporter,us-west-2,t-01670,8147,46,79.65,178.26,276.23,3757676,23386818
2026-07-12T00:00:00Z,exporter,eu-central-1,t-00471,10727,45,24.54,65.14,105.14,7316708,24098280
2026-07-12T00:23:00Z,query-api,us-east-1,t-03810,833,5,34.40,92.50,143.25,1076473,3462736
2026-07-12T00:47:00Z,billing,us-west-2,t-01924,3749,34,40.78,79.06,112.01,3971774,22954688
2026-07-12T00:39:00Z,alerting,ap-southeast-2,t-01785,10016,38,58.75,107.84,167.34,11561865,26684834
2026-07-12T00:37:00Z,query-api,us-west-2,t-01919,2303,5,41.22,108.98,172.23,5483832,8062188
2026-07-12T00:41:00Z,ingest-api,ap-southeast-2,t-00883,5201,11,75.91,197.64,298.46,6273175,28126672
2026-07-12T00:37:00Z,exporter,eu-central-1,t-00367,9709,28,57.07,149.44,224.58,18019472,40870144
2026-07-12T00:37:00Z,billing,us-west-2,t-00039,4312,42,24.63,67.48,87.80,11037611,20491704
2026-07-12T00:02:00Z,alerting,us-east-1,t-02656,3444,49,40.91,109.93,183.28,8633046,4024773
2026-07-12T00:07:00Z,exporter,eu-central-1,t-00813,10699,92,78.69,162.73,234.03,24986774,55341239
2026-07-12T00:08:00Z,ingest-api,us-east-1,t-00069,11244,34,28.71,54.62,101.61,23289870,30847839
2026-07-12T00:13:00Z,query-api,eu-central-1,t-03271,9536,56,40.09,95.66,144.26,5591000,55636651
2026-07-12T00:07:00Z,ingest-api,eu-central-1,t-00271,8756,27,64.39,153.05,253.39,10722639,14044002
2026-07-12T00:09:00Z,ingest-api,ap-southeast-2,t-03520,1523,1,41.16,91.10,179.32,2719102,4983622
2026-07-12T00:41:00Z,query-api,us-west-2,t-01494,9835,32,30.71,81.63,134.91,19287651,74852869
2026-07-12T00:47:00Z,query-api,us-east-1,t-01201,116,0,71.75,162.25,235.77,235460,889715
2026-07-12T00:42:00Z,query-api,eu-central-1,t-01771,11940,130,65.69,138.67,211.66,26149801,48816889
2026-07-12T00:12:00Z,billing,ap-southeast-2,t-03077,7353,61,57.07,119.94,230.49,3211134,42798204
2026-07-12T00:42:00Z,exporter,ap-southeast-2,t-03796,6582,21,71.08,180.47,317.55,12294216,11307991
2026-07-12T00:06:00Z,exporter,us-west-2,t-01144,454,1,59.41,153.45,258.94,961578,1863725
2026-07-12T00:05:00Z,ingest-api,eu-central-1,t-00128,11221,165,42.56,90.84,185.05,27151923,52051879
2026-07-12T00:09:00Z,billing,eu-central-1,t-02682,536,1,20.37,44.76,82.24,467338,3592222
2026-07-12T00:05:00Z,ingest-api,us-west-2,t-03646,9057,40,24.30,51.05,98.47,10587984,52450652
2026-07-12T00:38:00Z,ingest-api,us-west-2,t-01656,11703,156,49.40,116.37,168.03,7530166,65997578
2026-07-12T00:31:00Z,exporter,ap-southeast-2,t-03731,7653,35,36.13,99.70,193.05,12873472,42114350
2026-07-12T00:18:00Z,query-api,ap-southeast-2,t-02037,7267,52,36.90,90.72,139.08,14057756,52138471
2026-07-12T00:11:00Z,query-api,ap-southeast-2,t-00782,6961,5,74.88,144.88,240.92,13543248,40643703
2026-07-12T00:30:00Z,billing,eu-central-1,t-00317,3555,27,76.10,178.95,366.06,1467605,10044135
2026-07-12T00:27:00Z,ingest-api,us-east-1,t-03660,8877,69,55.26,151.89,311.96,12408775,8151520
2026-07-12T00:27:00Z,billing,ap-southeast-2,t-02824,6580,13,34.19,75.72,112.39,6744992,19352517
2026-07-12T00:56:00Z,query-api,ap-southeast-2,t-03750,8623,58,23.72,45.50,89.75,7207656,66358260
2026-07-12T00:40:00Z,ingest-api,eu-central-1,t-03828,2383,27,30.60,55.31,77.40,1169105,6423596
2026-07-12T00:50:00Z,alerting,us-east-1,t-00739,5892,67,55.74,116.48,221.87,5827210,38865949
2026-07-12T00:59:00Z,billing,eu-central-1,t-02971,9956,119,76.22,172.35,345.43,25758031,57038402
2026-07-12T00:32:00Z,alerting,eu-central-1,t-02247,5429,2,25.26,49.27,66.03,8095171,25878190
2026-07-12T00:53:00Z,exporter,ap-southeast-2,t-01608,10025,54,70.59,133.56,222.06,16690698,21151994
2026-07-12T00:19:00Z,alerting,eu-central-1,t-03290,1400,16,59.73,158.44,292.11,3317178,6869138
2026-07-12T00:26:00Z,alerting,ap-southeast-2,t-03382,9369,2,24.52,44.96,72.74,9232923,46176841
2026-07-12T00:59:00Z,query-api,us-west-2,t-01524,10226,123,58.01,161.07,293.86,14294199,73543095
2026-07-12T00:26:00Z,exporter,eu-central-1,t-01089,6542,74,40.49,90.43,178.08,16448098,10580997
2026-07-12T00:22:00Z,alerting,us-east-1,t-03530,3283,37,35.66,87.78,141.08,2678129,19120883
2026-07-12T00:41:00Z,query-api,us-east-1,t-03836,576,0,22.13,52.87,95.90,650974,534551
2026-07-12T00:15:00Z,exporter,us-west-2,t-03264,6766,28,66.48,183.78,266.54,13416555,23992185
2026-07-12T00:28:00Z,exporter,us-east-1,t-03885,5242,21,46.07,94.88,180.66,12595081,10097892
2026-07-12T00:44:00Z,alerting,us-west-2,t-01560,7787,105,74.10,189.95,281.73,3195697,29707341
2026-07-12T00:56:00Z,billing,eu-central-1,t-01731,3465,18,52.25,123.67,193.16,7451039,19026577
2026-07-12T00:56:00Z,ingest-api,ap-southeast-2,t-02405,10263,48,27.20,74.48,150.16,13002521,68743339
2026-07-12T00:40:00Z,billing,eu-central-1,t-03032,11307,22,22.34,61.29,98.84,21283918,17824960
2026-07-12T00:37:00Z,exporter,us-east-1,t-02861,11960,115,29.63,80.91,108.54,31053946,82782576
2026-07-12T00:00:00Z,query-api,us-east-1,t-00357,4276,5,77.79,182.35,362.13,8422093,6080934
2026-07-12T00:27:00Z,billing,us-west-2,t-02306,10113,135,46.64,104.12,172.73,14978344,39889331
2026-07-12T00:31:00Z,query-api,eu-central-1,t-02472,2313,27,49.03,88.58,126.85,5852080,5797536
2026-07-12T00:29:00Z,ingest-api,us-west-2,t-00253,1922,18,34.29,85.08,150.37,1030395,6195549
2026-07-12T00:32:00Z,alerting,us-west-2,t-02402,11505,58,63.67,144.41,256.68,22855836,58219091
